5.076194145531803059e+01,1.612944691538170048e+02
5.007320008653431387e+01,1.588149501065804259e+02
5.081143948680266220e+01,1.596187969034608898e+02
4.939298547061004996e+01,1.554096752157106778e+02
4.919098009950964467e+01,1.574023505102058493e+02
4.863360482665054008e+01,1.551717220882677850e+02
4.928892245366743907e+01,1.565008485979439570e+02
4.942098715816020160e+01,1.568076834206705144e+02
4.977498428140446407e+01,1.588224900708975440e+02
5.015757746008486606e+01,1.578591728509032635e+02
5.022232126119057227e+01,1.576873346843848083e+02
5.010934233153221129e+01,1.557656940588375676e+02
5.030575405836653857e+01,1.555790082677861790e+02
4.991696710030108619e+01,1.549775401337777794e+02
5.089044991381038585e+01,1.553661574880096055e+02
5.143673377691811766e+01,1.553625367380637954e+02
5.181434737973403770e+01,1.558635359751612270e+02
5.196183564798385390e+01,1.552282119728488965e+02
5.147855729826475368e+01,1.545195590180551335e+02
5.111779062901067761e+01,1.522187896767238726e+02
5.103476781175128707e+01,1.529384253219326695e+02
5.110659023000994949e+01,1.520222006311909126e+02
4.990983700370262000e+01,1.484912058146881577e+02
5.092078554986122896e+01,1.506156115212446309e+02
4.995121100040195472e+01,1.476114666235108359e+02
4.997465308015438978e+01,1.485915048460778962e+02
5.025419090429272728e+01,1.501125379121084791e+02
5.087119513337968613e+01,1.505998083007310413e+02
5.066399767671358489e+01,1.493368595652421504e+02
5.005576726009861943e+01,1.478468193371139989e+02
4.977886872824836217e+01,1.481815521828403064e+02
5.030540761926491200e+01,1.488399749599495863e+02
5.017409462930210395e+01,1.480720071689375175e+02
4.954254115657302293e+01,1.460584598818046800e+02
4.904256441359749630e+01,1.436361423651607083e+02
4.894526725414280577e+01,1.432889307704427893e+02
5.007295009401517660e+01,1.438118715694344871e+02
5.048659028302856200e+01,1.435190656915710861e+02
5.056158695564064232e+01,1.429728958506448464e+02
5.081963736373745633e+01,1.437651543249455983e+02
5.188605247263252096e+01,1.442519493441289740e+02
5.106828256105686137e+01,1.430932433230651952e+02
4.980050548738551441e+01,1.389874553718277923e+02
4.997474608880448699e+01,1.395608761088065819e+02
5.038297476137677222e+01,1.403878594467338132e+02
5.023588163785125005e+01,1.396115736392992233e+02
5.028051138346820181e+01,1.385493531851021487e+02
5.086610006477459933e+01,1.401549595536115191e+02
5.046279986883498481e+01,1.393156879230764105e+02
5.001514148407646587e+01,1.381422065696800416e+02
5.030979375731390491e+01,1.401568105315739956e+02
5.026559611388644555e+01,1.402716469530236338e+02
5.024947275450401207e+01,1.400744563110883973e+02
5.027326452007738311e+01,1.408968898725493091e+02
5.056930578469427928e+01,1.411471732430150041e+02
5.061891043906317833e+01,1.436512002995150965e+02
5.015920216456973435e+01,1.413606903279365383e+02
5.086491326634146048e+01,1.421521010986907356e+02
5.062007401286172126e+01,1.427451498242364778e+02
5.136327991436496632e+01,1.434398839034270168e+02
5.278720007234658596e+01,1.458471689682583019e+02
5.265019834188908021e+01,1.458442839930589798e+02
5.251583120886465395e+01,1.449958281958996906e+02
5.323060685871296727e+01,1.468643621870910749e+02
5.342235247402840059e+01,1.459731139924498677e+02
5.288784552262141148e+01,1.443316393349464590e+02
5.286042497643045834e+01,1.448363870996898299e+02
5.251571051352009789e+01,1.441944237815778251e+02
5.236173871228293564e+01,1.436141289704902704e+02
5.316414944769694984e+01,1.459270745459261036e+02
5.286932394222522902e+01,1.445337454581554084e+02
5.279261329208694065e+01,1.438220667502770027e+02
5.090118379200666965e+01,1.392169461123092447e+02
5.186185942869218479e+01,1.400074255819978077e+02
5.204615666205447155e+01,1.426933155867961318e+02
5.151524150625259324e+01,1.429943294744995512e+02
5.176294609126244239e+01,1.431675815686476767e+02
5.268893935142832419e+01,1.440209325790211210e+02
5.162222964878655063e+01,1.416598482891477602e+02
5.125054901000168428e+01,1.401729280019568193e+02
5.069763194282756302e+01,1.387980436086110387e+02
5.113285945507089281e+01,1.401871579397189294e+02
5.138949952365254603e+01,1.407398842348894448e+02
5.118110553646521765e+01,1.406554794238669501e+02
5.189232833411407597e+01,1.447366944738623999e+02
5.083911627446317993e+01,1.420194802236189560e+02
5.052058472214577733e+01,1.412380865412245043e+02
4.988702482612411160e+01,1.397073935780626925e+02
4.937732161012355903e+01,1.395407478146417475e+02
4.918989334001189206e+01,1.383528335234518352e+02
4.897885884265816969e+01,1.359943509773485459e+02
4.984892971070593148e+01,1.385131254658107878e+02
4.974063117947325452e+01,1.392810175649599955e+02
4.977897186941100927e+01,1.373839984613668435e+02
4.956722446903095403e+01,1.364836173629622351e+02
4.957849318921221737e+01,1.368520322416176498e+02
4.907921488553437683e+01,1.349571949577483565e+02
4.816952790516904770e+01,1.331189481317340721e+02
4.859449935752228100e+01,1.333500414080298526e+02
4.843947958291410316e+01,1.323368821289947448e+02
4.973016075810735970e+01,1.333458498817485918e+02
4.963706363844962510e+01,1.339151855073465072e+02
4.821478998392530002e+01,1.299649544501210983e+02
4.830709361639368637e+01,1.301586460310213340e+02
4.865052518922739466e+01,1.307649919344919169e+02
4.947051778571298541e+01,1.323337668549750674e+02
5.086748320926830758e+01,1.334203428278480317e+02
5.024562419685566539e+01,1.316621286511799838e+02
4.998942635462488937e+01,1.320581081527720073e+02
5.079413818036354655e+01,1.338097477982860823e+02
5.169082963906792827e+01,1.369533421219219065e+02
5.329159761944492857e+01,1.382433326065914514e+02
5.320745382471327645e+01,1.380613148831461956e+02
5.285657412157081581e+01,1.378230513257102814e+02
5.281058226322645055e+01,1.371474865211295935e+02
5.317434799902616760e+01,1.379305456379038901e+02
5.336709575381809856e+01,1.389310126988573586e+02
5.380211376750272478e+01,1.397676618622242017e+02
5.262332233084205768e+01,1.370037775229961312e+02
5.204429465103684294e+01,1.361893642896152414e+02
5.132197583202083990e+01,1.347941289193160230e+02
5.038183895590980654e+01,1.331669970610932126e+02
5.124492733007352285e+01,1.361649463887098648e+02
5.182743208251451961e+01,1.390307411577901746e+02
5.197992633219364222e+01,1.379709842393299368e+02
5.188058544063569144e+01,1.372298024717596263e+02
5.230029870633213562e+01,1.385391632131575648e+02
5.249978744995856061e+01,1.386826295709902581e+02
5.201980959285878470e+01,1.377933688782781871e+02
5.141956893621945568e+01,1.362590129800321392e+02
5.209895327855598879e+01,1.385325513648431865e+02
5.214804241393495943e+01,1.400973620124347292e+02
5.230592422045736356e+01,1.399113693634451749e+02
5.330518952494733043e+01,1.411401586327649227e+02
5.358664187121120648e+01,1.431144370573284732e+02
5.292279880318339735e+01,1.418334019189809680e+02
5.401660582593346049e+01,1.449327877230564923e+02
5.389118554819681606e+01,1.460564079659503989e+02
5.338740669974099262e+01,1.464321877884263472e+02
5.296966158734741725e+01,1.490973009098991326e+02
5.376101803666871604e+01,1.513490890936414246e+02
5.274170281128280635e+01,1.477596079769163566e+02
5.287302448286903456e+01,1.510938943870790467e+02
5.310671562594615835e+01,1.536225565697720867e+02
5.351781782081616967e+01,1.534288054250462210e+02
5.356294495933124011e+01,1.531341726050208933e+02
5.390275065666507004e+01,1.531528266183365758e+02
5.614756979113426638e+01,1.539576393501345706e+02
5.719489499700102186e+01,1.559071610869949041e+02
5.811216487009266984e+01,1.567430246017676723e+02
5.934053361283094574e+01,1.590477404852657060e+02
5.912926540350155591e+01,1.593943077728097819e+02
5.881119014335669704e+01,1.595393624078916162e+02
5.913467151657535226e+01,1.574975060096336961e+02
5.939317287049297533e+01,1.640724244210181268e+02
5.897521256428864689e+01,1.633832108963311214e+02
5.773189539010818550e+01,1.603158365896476596e+02
5.799247888876488588e+01,1.624183912023214020e+02
5.743420526476846533e+01,1.600737672342330882e+02
5.638035611492048105e+01,1.585356194883530918e+02
5.537325645810037855e+01,1.559533040644984965e+02
5.595326885271214934e+01,1.550638068211279403e+02
5.589649762890364570e+01,1.551258389677455227e+02
5.528089670726610194e+01,1.535008577391233757e+02
5.631098094922452901e+01,1.548746707991921596e+02
5.586338815546493919e+01,1.536892107024156360e+02
5.592377346343047861e+01,1.566045253882731174e+02
5.655188465981111534e+01,1.582986705166934200e+02
5.601423104190627811e+01,1.574801505491415412e+02
5.598244711179658850e+01,1.565662914296719634e+02
5.565470959908892468e+01,1.552194881552846368e+02
5.633686676817199412e+01,1.567816003793892037e+02
5.741933395606991297e+01,1.569773363019296539e+02
5.720370906395861965e+01,1.557968507494756807e+02
5.689363727571637241e+01,1.559334469615466503e+02
5.797092937690300118e+01,1.553483350276299007e+02
5.830400975954452036e+01,1.572733314502189614e+02
5.825595783531956329e+01,1.596306332476835053e+02
5.719733398654393142e+01,1.566702122197442577e+02
5.690951636911974987e+01,1.564726343575257488e+02
5.736624400085662501e+01,1.602854412280386782e+02
5.818261102933433904e+01,1.618788905302735373e+02
5.840297722860590568e+01,1.638920947132145045e+02
5.800957375528160753e+01,1.629919322317792023e+02
5.853783081988957093e+01,1.644302113209701588e+02
5.898409284846502487e+01,1.648258155229052875e+02
5.953454851078242172e+01,1.669119442718836126e+02
5.940684007390321852e+01,1.668100308958260030e+02
5.891915505207509085e+01,1.654645118732074991e+02
5.744203018175539199e+01,1.607358267199915360e+02
5.727974370085797773e+01,1.635275872949211760e+02
5.722809302612178328e+01,1.645462009634777019e+02
5.803240505015254769e+01,1.650831829040556045e+02
5.785398991841389460e+01,1.649253161862263539e+02
5.735154787973949198e+01,1.645728242566383130e+02
5.744998865446778069e+01,1.646881180619234613e+02
5.691348735169038520e+01,1.619442181452047578e+02
5.517044166545338868e+01,1.568409088016935868e+02
5.569070311046367294e+01,1.578788034571959145e+02
5.654213388633744586e+01,1.566516550954868876e+02
5.884827029706268320e+01,1.579047176253075406e+02
5.876228485007703028e+01,1.600923304077944920e+02
5.842292739816998193e+01,1.604076511493617545e+02
5.991314992061559508e+01,1.594862229091669406e+02
5.914612168741432185e+01,1.574076314223912618e+02
5.960120229187866414e+01,1.617858005526528302e+02
6.059940666418907540e+01,1.623932091548873018e+02
5.997831615955092843e+01,1.643406344201437150e+02
6.121613293967038771e+01,1.639618986885038794e+02
6.077776486698637370e+01,1.623330206277836396e+02
6.023733823915708996e+01,1.599016567635827641e+02
5.918376731949451397e+01,1.583896800493177466e+02
5.927839695104160000e+01,1.640098434270739460e+02
5.926510168189395955e+01,1.672180313571468275e+02
5.995993730861307114e+01,1.672414007885755325e+02
5.908554651934814927e+01,1.662600429579321428e+02
5.936045721430417643e+01,1.683509156604172006e+02
6.014713953378715416e+01,1.694282385223587255e+02
